#num    value
0	15.3841
1	14.1633
2	13.8277
3	13.9388
4	13.8608
5	14.1098
6	13.8309
7	13.8436
8	14.0627
9	13.87
10	13.6621
11	13.4237
12	13.1484
13	11.9743
14	12.0434
15	12.0647
16	12.25
17	12.1613
18	12.1775
19	12.1168
20	12.1291
21	12.2336
22	12.3379
23	12.4334
24	12.3725
25	12.308
26	12.4525
27	12.3313
28	12.2998
29	12.4263
30	12.4763
31	12.5576
32	12.4964
33	12.4931
34	12.5348
35	12.6028
36	12.6829
37	12.7971
38	12.9054
39	12.8522
40	13.0651
41	13.1325
42	13.2004
43	13.1654
44	13.117
45	13.1152
46	13.0412
47	13.2035
48	13.4132
49	13.5377
50	13.5064
51	13.3551
52	13.4915
53	13.6697
54	13.6977
55	13.7921
56	13.9544
57	13.9177
58	14.0185
59	14.134
60	14.196
61	14.3405
62	14.3962
63	14.5864
64	14.6866
65	14.922
66	15.0581
67	15.1997
68	15.3925
69	15.4021
70	15.3937
71	15.5628
72	15.7623
73	15.8966
74	15.9703
75	16.04
76	16.2373
77	16.3735
78	16.4522
79	16.5231
80	16.6491
81	16.7973
82	16.8915
83	16.9211
84	17.0087
85	17.1231
86	17.2126
87	17.2745
88	17.2728
89	17.2879
90	17.3517
91	17.4339
92	17.4773
93	17.4836
94	17.4073
95	17.2993
96	17.2143
97	17.1307
98	17.0687
99	16.9862
100	16.8732
101	16.785
102	16.689
103	16.5829
104	16.4699
105	16.3627
106	16.2369
107	16.1244
108	16.0375
109	15.9768
110	15.9323
111	15.8874
112	15.7894
113	15.6228
114	15.454
115	15.261
116	15.049
117	14.8482
118	14.742
119	14.7008
120	14.5959
121	14.4874
122	14.3089
123	14.209
124	14.2523
125	14.192
126	13.9514
127	13.8507
128	13.8834
129	13.887
130	13.7465
131	13.7827
132	13.9268
133	13.6666
134	13.5185
135	13.6102
136	13.6694
137	13.8171
138	13.8516
139	13.8118
140	13.771
141	13.7267
142	13.6901
143	13.8064
144	13.7871
145	13.7196
146	13.7572
147	13.757
148	13.7715
149	13.8709
150	13.6649
151	13.869
152	13.6951
153	13.7826
154	13.8429
155	13.7708
156	13.9554
157	13.788
158	13.8304
159	13.6599
160	13.5807
161	13.5385
162	13.633
163	13.5373
164	13.5279
165	13.3572
166	13.2806
167	13.2434
168	13.2005
169	13.1262
170	13.1822
171	13.5594
172	13.3807
173	13.4935
174	13.2912
175	13.5407
176	13.378
177	13.4217
178	13.4488
179	13.395
180	14.4008
181	13.4055
182	13.4339
183	13.3862
184	13.3783
185	13.554
186	13.3118
187	13.4587
188	13.3322
189	13.5031
190	13.0875
191	13.0402
192	13.1104
193	13.1817
194	13.2392
195	13.2785
196	13.4167
197	13.4136
198	13.4913
199	13.3575
200	13.4605
201	13.4663
